Symbol,Name
RGA,Reinsurance Group of America Incorporated Common Stock
RGC,Regencell Bioscience Holdings Limited Ordinary Shares
RGCO,RGC Resources Inc. Common Stock
RGEN,Repligen Corporation Common Stock
RGF,The Real Good Food Company Inc. Class A Common Stock
RGLD,Royal Gold Inc. Common Stock
RGLS,Regulus Therapeutics Inc. Common Stock
RGNX,REGENXBIO Inc. Common Stock
RGP,Resources Connection Inc. Common Stock
RGR,Sturm Ruger & Company Inc. Common Stock
RGS,Regis Corporation Common Stock
RGT,Royce Global Value Trust Inc. Common Stock
RGTI,Rigetti Computing Inc. Common Stock
RGTIW,Rigetti Computing Inc. Warrants
RH,RH Common Stock
RHE,Regional Health Properties Inc. Common Stock
RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock
RHI,Robert Half International Inc. Common Stock
RHP,Ryman Hospitality Properties Inc. (REIT)
RIBT,RiceBran Technologies Common Stock
RICK,RCI Hospitality Holdings Inc. Common Stock
RICO,Agrico Acquisition Corp. Class A Ordinary Shares
RICOU,Agrico Acquisition Corp. Unit
RICOW,Agrico Acquisition Corp. Warrant
RIDE,Lordstown Motors Corp. Class A Common Stock
RIG,Transocean Ltd (Switzerland) Common Stock
RIGL,Rigel Pharmaceuticals Inc. Common Stock
RILY,B. Riley Financial Inc. Common Stock
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028
RIO,Rio Tinto Plc Common Stock
RIOT,Riot Blockchain Inc.  Common Stock 
RIV,RiverNorth Opportunities Fund Inc. Common Stock
RIVN,Rivian Automotive Inc. Class A Common Stock
RJAC,Jackson Acquisition Company Class A Common Stock
RJF,Raymond James Financial Inc. Common Stock
RKDA,Arcadia Biosciences Inc. Common Stock
RKLB,Rocket Lab USA Inc. Common Stock
RKLY,Rockley Photonics Holdings Limited Ordinary Shares
RKT,Rocket Companies Inc. Class A Common Stock
RKTA,Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares
RL,Ralph Lauren Corporation Common Stock
RLAY,Relay Therapeutics Inc. Common Stock
RLGT,Radiant Logistics Inc. Common Stock
RLGY,Realogy Holdings Corp. Common Stock
RLI,RLI Corp. Common Stock (DE)
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares
RLMD,Relmada Therapeutics Inc. Common Stock
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share
RLYB,Rallybio Corporation Common Stock
RM,Regional Management Corp. Common Stock
RMAX,RE/MAX Holdings Inc. Class A Common Stock
RMBI,Richmond Mutual Bancorporation Inc. Common Stock
RMBL,RumbleOn Inc. Class B Common Stock
RMBS,Rambus Inc. Common Stock
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock
RMD,ResMed Inc. Common Stock
RMED,Ra Medical Systems Inc. Common Stock
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares
RMGCU,RMG Acquisition Corp. III Unit
RMGCW,RMG Acquisition Corp. III Warrant
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock
RMNI,Rimini Street Inc. (DE) Common Stock
RMO,Romeo Power Inc. Class A Common Stock
RMPL^,RiverNorth Specialty Finance Corporation 5.875% 
RMR,The RMR Group Inc. Class A Common Stock
RMT,Royce Micro-Cap Trust Inc. Common Stock
RMTI,Rockwell Medical Inc. (DE) Common Stock
RNA,Avidity Biosciences Inc. Common Stock
RNAZ,TransCode Therapeutics Inc. Common Stock
RNDB,Randolph Bancorp Inc. Common Stock
RNER,Mount Rainier Acquisition Corp. Common Stock
RNERU,Mount Rainier Acquisition Corp. Unit
RNERW,Mount Rainier Acquisition Corp. Warrant
RNG,RingCentral Inc. Class A Common Stock
RNGR,Ranger Energy Services Inc. Class A Common Stock
RNLX,Renalytix plc American Depositary Shares
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares
RNST,Renasant Corporation Common Stock
RNW,ReNew Energy Global plc Class A Ordinary Shares
RNWK,RealNetworks Inc. Common Stock
RNWWW,ReNew Energy Global plc Warrant
RNXT,RenovoRx Inc. Common Stock
ROAD,Construction Partners Inc. Class A Common Stock
ROC,ROC Energy Acquisition Corp. Common Stock
ROCAR,ROC Energy Acquisition Corp. Rights
ROCAU,ROC Energy Acquisition Corp. Unit
ROCC,Ranger Oil Corporation Class A Common Stock
ROCG,Roth CH Acquisition IV Co. Common Stock
ROCGU,Roth CH Acquisition IV Co. Unit
ROCGW,Roth CH Acquisition IV Co. Warrant
ROCK,Gibraltar Industries Inc. Common Stock
ROCL,Roth CH Acquisition V Co. Common Stock
ROCLU,Roth CH Acquisition V Co. Unit
ROCLW,Roth CH Acquisition V Co. Warrant
ROG,Rogers Corporation Common Stock
ROIC,Retail Opportunity Investments Corp. Common Stock (MD)
ROIV,Roivant Sciences Ltd. Common Shares
ROIVW,Roivant Sciences Ltd. Warrant
ROK,Rockwell Automation Inc. Common Stock
ROKU,Roku Inc. Class A Common Stock
ROL,Rollins Inc. Common Stock
ROLL,RBC Bearings Incorporated Common Stock
ROLLP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock
RONI,Rice Acquisition Corp. II Class A Ordinary Shares
ROOT,Root Inc. Class A Common Stock
ROP,Roper Technologies Inc. Common Stock
ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares
ROSEU,Rose Hill Acquisition Corporation Unit
ROSEW,Rose Hill Acquisition Corporation Warrant
ROSS,Ross Acquisition Corp II Class A Ordinary Shares
ROST,Ross Stores Inc. Common Stock
ROVR,Rover Group Inc. Class A Common Stock
RPAY,Repay Holdings Corporation Class A Common Stock
RPD,Rapid7 Inc. Common Stock
RPHM,Reneo Pharmaceuticals Inc. Common Stock
RPID,Rapid Micro Biosystems Inc. Class A Common Stock
RPM,RPM International Inc. Common Stock
RPRX,Royalty Pharma plc Class A Ordinary Shares 
RPT,RPT Realty Common Stock
RPT^D,RPT Realty 7.25% 
RPTX,Repare Therapeutics Inc. Common Shares
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares
RRBI,Red River Bancshares Inc. Common Stock
RRC,Range Resources Corporation Common Stock
RRGB,Red Robin Gourmet Burgers Inc. Common Stock
RRR,Red Rock Resorts Inc. Class A Common Stock
RRX,Regal Rexnord Corporation Common Stock
RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSF,RiverNorth Specialty Finance Corporation
RSG,Republic Services Inc. Common Stock
RSI,Rush Street Interactive Inc. Class A Common Stock
RSKD,Riskified Ltd. Class A Ordinary Shares
RSLS,ReShape Lifesciences Inc. Common Stock
RSSS,Research Solutions Inc Common Stock
RSVR,Reservoir Media Inc. Common Stock
RSVRW,Reservoir Media Inc. Warrant
RTL,The Necessity Retail REIT Inc. Class A Common Stock
RTLPO,The Necessity Retail REIT Inc. 7.375% Series C Cumulative Redeemable Preferred Stock
RTLPP,The Necessity Retail REIT Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock
RTLR,Rattler Midstream LP Common Units
RTX,Raytheon Technologies Corporation Common Stock
RUBY,Rubius Therapeutics Inc. Common Stock
RUN,Sunrun Inc. Common Stock
RUSHA,Rush Enterprises Inc. Common Stock Cl A
RUSHB,Rush Enterprises Inc. Class B
RUTH,Ruth's Hospitality Group Inc. Common Stock
RVAC,Riverview Acquisition Corp. Class A Common Stock
RVACU,Riverview Acquisition Corp. Unit
RVACW,Riverview Acquisition Corp. Warrant
RVI,Retail Value Inc. Common Stock 
RVLP,RVL Pharmaceuticals plc Ordinary Shares
RVLV,Revolve Group Inc. Class A Common Stock
RVMD,Revolution Medicines Inc. Common Stock
RVNC,Revance Therapeutics Inc. Common Stock
RVP,Retractable Technologies Inc. Common Stock
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock 
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants
RVSB,Riverview Bancorp Inc Common Stock
RVT,Royce Value Trust Inc. Common Stock
RWAY,Runway Growth Finance Corp. Common Stock
RWLK,ReWalk Robotics Ltd. Ordinary Shares
RWT,Redwood Trust Inc. Common Stock
RXDX,Prometheus Biosciences Inc. Common Stock
RXRA,RXR Acquisition Corp. Class A Common Stock
RXRAU,RXR Acquisition Corp. Units
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock
RXST,RxSight Inc. Common Stock
RXT,Rackspace Technology Inc. Common Stock
RY,Royal Bank Of Canada Common Stock
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2
RYAAY,Ryanair Holdings plc American Depositary Shares
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYAN,Ryan Specialty Group Holdings Inc. Class A Common Stock
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share
RYI,Ryerson Holding Corporation Common Stock
RYN,Rayonier Inc. REIT Common Stock
RYTM,Rhythm Pharmaceuticals Inc. Common Stock
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
RZLT,Rezolute Inc. Common Stock (NV)
S,SentinelOne Inc. Class A Common Stock
SA,Seabridge Gold Inc. Ordinary Shares (Canada)
SABR,Sabre Corporation Common Stock
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock
SABS,SAB Biotherapeutics Inc. Common Stock
SABSW,SAB Biotherapeutics Inc. Warrant
SACC,Sachem Capital Corp. 6.875% Notes due 2024
SACH,Sachem Capital Corp. Common Shares
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock
SAFE,Safehold Inc. Common Stock
SAFM,Sanderson Farms Inc. Common Stock
SAFT,Safety Insurance Group Inc. Common Stock
SAGAR,Sagaliam Acquisition Corp. Rights
SAGAU,Sagaliam Acquisition Corp. Units
SAGE,Sage Therapeutics Inc. Common Stock
SAH,Sonic Automotive Inc. Common Stock
SAIA,Saia Inc. Common Stock
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SAIL,SailPoint Technologies Holdings Inc. Common Stock
SAK,Saratoga Investment Corp 7.25% Notes due 2025
SAL,Salisbury Bancorp Inc. Common Stock
SALM,Salem Media Group Inc. Class A Common Stock
SAM,Boston Beer Company Inc. (The) Common Stock
SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock
SAMAU,Schultze Special Purpose Acquisition Corp. II Units
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock
SAN,Banco Santander S.A. Sponsored ADR (Spain)
SANA,Sana Biotechnology Inc. Common Stock
SANB,Sanaby Health Acquisition Corp. I Class A Common Stock
SANBU,Sanaby Health Acquisition Corp. I Unit
SANBW,Sanaby Health Acquisition Corp. I Warrant
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SANG,Sangoma Technologies Corporation Common Shares
SANM,Sanmina Corporation Common Stock
SANW,S&W Seed Company Common Stock (NV)
SAP,SAP  SE ADS
SAR,Saratoga Investment Corp New
SASR,Sandy Spring Bancorp Inc. Common Stock
SATL,Satellogic Inc. Class A Ordinary Shares
SATLW,Satellogic Inc. Warrant
SATS,EchoStar  Corporation Common Stock
SAVA,Cassava Sciences Inc. Common Stock
SAVE,Spirit Airlines Inc. Common Stock
SB,Safe Bulkers Inc Common Stock ($0.001 par value)
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands)
SBAC,SBA Communications Corporation Class A Common Stock
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
SBCF,Seacoast Banking Corporation of Florida Common Stock
SBET,SharpLink Gaming Ltd. Ordinary Shares
SBEV,Splash Beverage Group Inc. (NV) Common Stock
SBFG,SB Financial Group Inc. Common Stock
SBFM,Sunshine Biopharma Inc. Common Stock
SBFMW,Sunshine Biopharma Inc. Warrant
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock
SBI,Western Asset Intermediate Muni Fund Inc Common Stock
SBII,Sandbridge X2 Corp. Class A Common Stock
SBLK,Star Bulk Carriers Corp. Common Shares
SBNY,Signature Bank Common Stock
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock
SBOW,SilverBow Resorces Inc. Common Stock
SBR,Sabine Royalty Trust Common Stock
SBRA,Sabra Health Care REIT Inc. Common Stock
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSI,Southside Bancshares Inc. Common Stock
SBSW,D/B/A Sibanye-Stillwater Limited ADS
SBT,Sterling Bancorp Inc. Common Stock
SBTX,Silverback Therapeutics Inc. Common Stock
SBUX,Starbucks Corporation Common Stock
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock
SCAQU,Stratim Cloud Acquisition Corp. Unit
SCCB,Sachem Capital Corp. 7.125% Notes due 2024
SCCC,Sachem Capital Corp. 7.75% Notes due 2025
SCCD,Sachem Capital Corp. 6.00% Notes due 2026
SCCO,Southern Copper Corporation Common Stock
SCD,LMP Capital and Income Fund Inc. Common Stock
SCE^G,SCE Trust II Trust Preferred Securities
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities
SCE^L,SCE TRUST VI
SCHL,Scholastic Corporation Common Stock
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock
SCHW,Charles Schwab Corporation (The) Common Stock
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J
SCI,Service Corporation International Common Stock
SCKT,Socket Mobile Inc. Common Stock
SCL,Stepan Company Common Stock
SCLE,Broadscale Acquisition Corp. Class A common stock
SCLEU,Broadscale Acquisition Corp. Units
SCLEW,Broadscale Acquisition Corp. Warrant
SCM,Stellus Capital Investment Corporation Common Stock
SCMA,Seaport Calibre Materials Acquisition Corp. Class A Common Stock
SCOA,ScION Tech Growth I Class A Ordinary Shares
SCOAU,ScION Tech Growth I Unit
SCOAW,ScION Tech Growth I Warrant
SCOB,ScION Tech Growth II Class A Ordinary Shares
SCOBU,ScION Tech Growth II Units
SCOBW,ScION Tech Growth II Warrants
SCOR,comScore Inc. Common Stock
SCPH,scPharmaceuticals Inc. Common Stock
SCPL,SciPlay Corporation Class A Common Stock
SCPS,Scopus BioPharma Inc. Common Stock
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares
SCRMU,Screaming Eagle Acquisition Corp. Unit
SCRMW,Screaming Eagle Acquisition Corp. Warrant
SCS,Steelcase Inc. Common Stock
SCSC,ScanSource Inc. Common Stock
SCU,Sculptor Capital Management Inc. Class A Common Stock
SCUA,Sculptor Acquisition Corp I Class A Ordinary Shares
SCVL,Shoe Carnival Inc. Common Stock
SCWX,SecureWorks Corp. Class A Common Stock
SCX,L.S. Starrett Company (The) Common Stock
SCYX,SCYNEXIS Inc. Common Stock
SD,SandRidge Energy Inc. Common Stock
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock
SDACU,Sustainable Development Acquisition I Corp. Unit
SDACW,Sustainable Development Acquisition I Corp. Warrant
SDC,SmileDirectClub Inc. Class A Common Stock
SDGR,Schrodinger Inc. Common Stock
SDH,Global Internet of People Inc. Ordinary Shares
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
SDIG,Stronghold Digital Mining Inc. Class A Common Stock
SDPI,Superior Drilling Products Inc. Common Stock
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
SEAC,SeaChange International Inc. Common Stock
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
SEAS,SeaWorld Entertainment Inc. Common Stock
SEAT,Vivid Seats Inc. Class A Common Stock
SEATW,Vivid Seats Inc. Warrant
SEB,Seaboard Corporation Common Stock
SECO,Secoo Holding Limited ADS
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares
SEDG,SolarEdge Technologies Inc. Common Stock
SEE,Sealed Air Corporation Common Stock
SEED,Origin Agritech Limited Common Stock
SEEL,Seelos Therapeutics Inc. Common Stock
SEER,Seer Inc. Class A Common Stock
SEIC,SEI Investments Company Common Stock
SELB,Selecta Biosciences Inc. Common Stock
SELF,Global Self Storage Inc. Common Stock
SEM,Select Medical Holdings Corporation Common Stock
SEMR,SEMrush Holdings Inc. Class A Common Stock
SENEA,Seneca Foods Corp. Class A Common Stock
SENEB,Seneca Foods Corp. Class B Common Stock
SENS,Senseonics Holdings Inc. Common Stock
SERA,Sera Prognostics Inc. Class A Common Stock
SES,SES AI Corporation Class A Common Stock
SESN,Sesen Bio Inc. Common Stock
SEV,Sono Group N.V. Common Shares
SEVN,Seven Hills Realty Trust Common Stock
SF,Stifel Financial Corporation Common Stock
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C
